WaterBodyID,WaterBodyType,WaterBodyTypeName,Latitude,Longitude,Temperature_C,Salinity_PSU,pH,DissolvedOxygen_mgL,Turbidity_NTU,Chlorophyll_μgL,Problem
SEA-EM-3727,EM,河口混合区,31.731238385086442,121.67939493407324,22.7,19.6,7.62,3.7,0.0,7.48,酸化趋势
SEA-CM-3728,CM,海草/海藻床,39.81505543170246,118.61533810915341,20.5,35.1,8.21,8.4,9.5,12.93,藻类过度生长
SEA-EM-3729,EM,河口混合区,30.774129866581017,120.19660297143328,28.4,26.9,7.69,5.7,29.0,12.02,酸化趋势
SEA-CB-3730,CB,珊瑚礁海域,16.082694718495553,113.38733476195905,29.9,29.8,8.3,5.3,3.3,0.89,高温胁迫
SEA-OS-3731,OS,开阔大洋,28.334593306171225,123.88547510716536,23.6,38.1,8.61,5.3,0.7,0.15,初级生产力不足
SEA-EM-3732,EM,河口混合区,31.720429554310225,120.47772041023305,22.6,7.7,8.33,9.9,35.2,14.08,低盐胁迫
SEA-AF-3733,AF,人工渔场/养殖区,22.03879496431104,113.6444130415945,25.2,30.4,8.4,3.2,13.0,21.82,鱼类缺氧危机
SEA-AF-3734,AF,人工渔场/养殖区,23.478113429701086,115.26702479214633,21.7,30.4,8.39,6.1,23.6,9.52,碱性过高
SEA-CB-3735,CB,珊瑚礁海域,18.164599564144492,111.61610209362979,35.0,35.3,7.85,4.5,1.4,0.86,珊瑚白化风险
SEA-EM-3736,EM,河口混合区,31.67488999794157,121.88593065725779,17.2,13.2,8.48,4.3,88.5,11.52,泥沙淤积严重
SEA-OS-3737,OS,开阔大洋,29.67519798528621,122.0225994702103,15.3,37.6,7.53,7.2,0.0,0.44,酸化风险
SEA-EM-3738,EM,河口混合区,30.567708543233145,120.57045493763172,24.2,19.2,7.88,6.3,10.4,0.53,生态系统轻微失衡
SEA-CB-3739,CB,珊瑚礁海域,17.014520745286852,113.36690845158766,30.7,34.1,8.23,5.4,2.2,0.71,高温胁迫
SEA-AF-3740,AF,人工渔场/养殖区,22.936557601272845,113.08123536007825,29.4,25.5,8.13,5.8,13.3,29.7,藻类过度生长
SEA-CM-3741,CM,海草/海藻床,38.135551859232685,118.21172220247621,22.2,24.4,7.0,6.1,11.1,15.52,酸化趋势
SEA-CM-3742,CM,海草/海藻床,38.964825573885456,118.06315302900585,20.3,29.3,8.46,7.4,17.1,5.0,碱化趋势
SEA-AF-3743,AF,人工渔场/养殖区,23.385366660794464,113.26564335331314,24.1,29.8,8.94,5.4,42.1,21.12,碱性过高
SEA-EM-3744,EM,河口混合区,31.20356274671208,120.29614648246002,24.5,19.1,7.75,4.4,49.1,13.51,缺氧风险
SEA-AF-3745,AF,人工渔场/养殖区,22.936127001108737,114.76685750434582,19.9,27.8,7.59,6.9,46.4,25.34,酸化趋势
SEA-CM-3746,CM,海草/海藻床,39.38901166408346,118.73961217567894,25.4,29.7,8.09,7.3,13.9,6.7,热浪影响
SEA-OS-3747,OS,开阔大洋,27.241792381432678,122.3914833784515,23.6,34.0,8.75,4.8,0.7,0.36,异常升温
SEA-OS-3748,OS,开阔大洋,27.47733773766514,123.72547918524602,14.7,34.4,7.86,5.8,0.6,0.28,酸化风险
SEA-CM-3749,CM,海草/海藻床,38.41761480762439,117.90217461456254,18.6,34.5,7.94,9.9,10.0,9.49,底栖生物多样性降低
SEA-AF-3750,AF,人工渔场/养殖区,23.888951656802643,115.12199205495303,16.9,29.4,8.26,5.9,6.4,20.89,藻类过度生长
SEA-CM-3751,CM,海草/海藻床,39.479923563011546,117.94542957886048,25.1,34.9,7.83,9.8,14.8,6.2,热浪影响
SEA-EM-3752,EM,河口混合区,31.4163304278724,121.07334904085627,19.9,15.9,7.76,5.6,45.4,7.59,生态系统轻微失衡
SEA-EM-3753,EM,河口混合区,31.681199550848238,120.79611799286984,17.2,19.1,7.64,10.4,12.3,15.44,富营养化
SEA-CB-3754,CB,珊瑚礁海域,16.114332225999185,116.24513892115579,35.0,30.5,8.28,5.1,1.0,0.5,高温胁迫
SEA-AF-3755,AF,人工渔场/养殖区,22.72702921951925,113.5158171804551,22.3,32.1,7.63,5.6,23.0,26.3,酸化趋势
SEA-AF-3756,AF,人工渔场/养殖区,21.835969148180567,115.48060197941504,20.3,31.7,7.59,2.3,31.9,13.58,鱼类缺氧危机
SEA-EM-3757,EM,河口混合区,30.196603804230104,121.62252295835947,20.6,19.2,8.13,6.5,28.1,9.39,轻度富营养化
SEA-CM-3758,CM,海草/海藻床,39.34595078391469,118.43594542635056,24.1,30.1,8.41,10.5,11.1,1.67,营养不足
SEA-AF-3759,AF,人工渔场/养殖区,21.59850493468165,113.65352228621136,26.4,33.0,7.29,3.3,31.6,15.13,鱼类缺氧危机
SEA-EM-3760,EM,河口混合区,31.095915492509988,121.61248182142894,23.8,10.0,8.39,6.9,58.2,28.34,富营养化
SEA-EM-3761,EM,河口混合区,30.144249812994868,121.3250768948365,24.7,10.3,7.92,6.9,77.4,9.23,泥沙淤积严重
SEA-EM-3762,EM,河口混合区,31.679730086840134,121.65185018454095,19.8,15.0,7.3,5.1,0.0,21.76,富营养化
SEA-CM-3763,CM,海草/海藻床,39.25299937903132,118.05701880770081,23.2,29.5,7.97,8.5,8.4,6.77,底栖生物多样性降低
SEA-OS-3764,OS,开阔大洋,28.303422957514133,122.66384489906643,13.0,40.0,7.73,5.1,0.2,0.34,酸化风险
SEA-EM-3765,EM,河口混合区,30.06411555755981,120.96597287832081,20.9,17.5,7.35,7.1,63.8,32.23,泥沙淤积严重
SEA-CB-3766,CB,珊瑚礁海域,19.12729338821648,112.60038325529304,27.7,36.0,8.16,5.3,2.2,0.73,高盐度胁迫
SEA-EM-3767,EM,河口混合区,30.851946663968484,121.4188409690237,20.9,13.6,7.26,4.7,39.4,20.6,富营养化
SEA-EM-3768,EM,河口混合区,31.88705677558137,121.78360828762598,22.8,7.6,7.96,6.6,17.0,15.79,富营养化
SEA-CM-3769,CM,海草/海藻床,38.41856125616108,118.85306512654705,25.6,28.0,7.44,6.4,2.4,7.59,热浪影响
SEA-CB-3770,CB,珊瑚礁海域,16.67790196739992,110.12604893230782,29.7,36.8,8.07,6.8,2.1,0.51,高温胁迫
SEA-AF-3771,AF,人工渔场/养殖区,21.423260712390338,114.8257767940417,24.3,34.4,8.02,5.8,38.8,17.05,藻类过度生长
SEA-CM-3772,CM,海草/海藻床,39.812545749806254,117.55398992952435,20.2,30.3,8.26,6.6,8.6,4.69,海草覆盖率下降
SEA-CM-3773,CM,海草/海藻床,38.46489214412465,118.26488288360706,24.0,31.4,7.97,9.2,12.5,7.88,海草覆盖率下降
SEA-OS-3774,OS,开阔大洋,28.814532305179377,123.52275740441176,17.6,35.4,8.99,5.2,1.5,0.27,碱化趋势
SEA-CB-3775,CB,珊瑚礁海域,19.482544328000113,114.50903777820558,21.5,33.4,7.21,6.4,1.7,0.34,珊瑚白化风险
SEA-AF-3776,AF,人工渔场/养殖区,21.662355170052574,115.29418981696737,24.4,30.3,7.51,3.3,44.5,10.53,鱼类缺氧危机
SEA-OS-3777,OS,开阔大洋,26.609723372552196,123.06520319212335,14.4,34.0,8.21,5.6,0.3,0.21,温度过低警告
SEA-EM-3778,EM,河口混合区,31.125599272958254,120.94079824139506,29.0,9.2,7.88,7.2,72.8,12.86,泥沙淤积严重
SEA-CB-3779,CB,珊瑚礁海域,18.024403955403194,115.84100109997331,21.2,33.7,8.44,5.3,1.1,0.35,碱化趋势
SEA-AF-3780,AF,人工渔场/养殖区,22.6668861618445,114.37682302636706,21.1,30.7,8.55,5.1,36.0,10.64,碱性过高
SEA-OS-3781,OS,开阔大洋,29.09397093154211,124.67795872187797,21.2,30.0,7.89,5.2,1.0,0.36,酸化风险
SEA-AF-3782,AF,人工渔场/养殖区,22.173407711839534,113.36186235550967,19.9,30.2,7.57,0.8,45.9,1.38,鱼类缺氧危机
SEA-AF-3783,AF,人工渔场/养殖区,22.424041066420568,113.65119281454389,26.1,33.3,8.79,6.3,12.1,13.4,碱性过高
SEA-CM-3784,CM,海草/海藻床,39.07412282239679,119.38563697293915,21.2,29.8,7.93,8.5,8.2,2.62,营养不足
SEA-AF-3785,AF,人工渔场/养殖区,23.811307730327428,113.00212461830093,25.3,24.3,8.23,5.2,27.2,24.15,盐度过低
SEA-AF-3786,AF,人工渔场/养殖区,23.02541620275929,113.07077037672362,21.8,31.0,7.18,5.2,16.6,9.87,酸化趋势
SEA-OS-3787,OS,开阔大洋,27.590387212407983,122.64331877468977,11.8,36.2,7.41,7.5,1.2,0.25,酸化风险
SEA-CB-3788,CB,珊瑚礁海域,19.16605415525562,115.10900643688011,35.0,34.4,7.81,5.6,3.8,0.56,珊瑚白化风险
SEA-EM-3789,EM,河口混合区,31.08851820241935,121.27226137034826,19.6,20.6,8.89,3.3,57.7,20.23,富营养化
SEA-CM-3790,CM,海草/海藻床,39.56556367872062,118.62348214300133,20.2,30.0,7.67,7.1,5.7,4.91,酸化趋势
SEA-EM-3791,EM,河口混合区,31.99710102762731,121.48008360077561,18.2,12.2,7.0,6.4,2.4,6.12,酸化趋势
SEA-EM-3792,EM,河口混合区,31.9319238846634,120.38889895143008,26.0,14.7,7.89,8.4,40.9,6.79,生态系统轻微失衡
SEA-CM-3793,CM,海草/海藻床,38.979135995292026,118.56032654780876,19.4,36.4,7.85,8.4,16.6,8.04,高盐度胁迫
SEA-EM-3794,EM,河口混合区,31.395796655761224,120.71578498066631,17.9,6.4,7.35,6.2,43.9,12.99,低盐胁迫
SEA-EM-3795,EM,河口混合区,30.667188071399895,120.35429194887813,28.5,39.9,7.42,2.2,47.0,17.62,富营养化
SEA-AF-3796,AF,人工渔场/养殖区,23.252734580314858,114.9660238882893,28.5,30.8,8.52,7.6,27.4,16.04,碱性过高
SEA-EM-3797,EM,河口混合区,31.362923926895892,121.9977814322651,22.2,24.6,7.83,6.4,24.5,16.62,富营养化
SEA-OS-3798,OS,开阔大洋,29.940805296897143,123.48199990969226,20.7,36.3,8.65,4.9,0.9,0.17,初级生产力不足
SEA-AF-3799,AF,人工渔场/养殖区,23.412656723677106,115.52338180316471,25.3,25.9,7.89,4.0,40.8,12.79,鱼类缺氧危机
SEA-EM-3800,EM,河口混合区,30.343009928637652,120.96476507274078,17.2,25.7,7.89,4.5,55.9,5.95,水体浑浊
SEA-OS-3801,OS,开阔大洋,28.63627485920927,124.41936903867212,16.1,29.9,8.67,8.0,0.5,0.12,初级生产力不足
SEA-EM-3802,EM,河口混合区,31.175579886508924,120.54558921346442,21.2,21.7,7.39,4.8,72.4,11.48,泥沙淤积严重
SEA-CB-3803,CB,珊瑚礁海域,18.63837199018239,112.0857111559976,28.6,34.6,7.29,5.5,2.8,0.01,珊瑚白化风险
SEA-AF-3804,AF,人工渔场/养殖区,22.11431436001332,114.6641710356004,19.1,27.4,7.68,3.6,14.8,10.24,鱼类缺氧危机
SEA-CB-3805,CB,珊瑚礁海域,17.981946047985833,116.46762966293511,29.6,33.9,7.56,6.0,1.8,0.0,珊瑚白化风险
SEA-OS-3806,OS,开阔大洋,29.373601971578893,124.74724003515401,21.3,35.1,8.44,5.0,1.8,0.33,碱化趋势
SEA-OS-3807,OS,开阔大洋,28.41791127252801,122.69318370415841,17.2,35.4,7.9,7.1,0.4,0.25,酸化风险
SEA-AF-3808,AF,人工渔场/养殖区,22.466503069344824,115.34597769097974,28.6,32.3,7.73,5.0,12.9,22.03,藻类过度生长
SEA-CB-3809,CB,珊瑚礁海域,16.55595811116547,116.9208553448291,29.5,31.6,8.13,6.7,2.7,0.2,高温胁迫
SEA-OS-3810,OS,开阔大洋,26.116015611841107,123.02251235232934,14.1,35.9,8.47,7.1,1.1,0.13,初级生产力不足
SEA-CM-3811,CM,海草/海藻床,39.812690689428464,119.17734624517666,22.5,30.2,8.61,4.7,17.8,8.36,海草缺氧胁迫
SEA-EM-3812,EM,河口混合区,31.74198636065382,121.12551921887423,22.8,20.3,7.76,6.1,39.1,3.7,生态系统轻微失衡
SEA-CM-3813,CM,海草/海藻床,39.16730613034764,117.83723639934168,29.6,30.1,8.0,9.1,10.2,7.77,热浪影响
SEA-OS-3814,OS,开阔大洋,26.059726787171236,124.7284764146655,20.4,29.0,8.11,7.9,0.0,0.3,表层溶解氧波动
SEA-CM-3815,CM,海草/海藻床,38.748030457826886,117.90144543936087,18.9,37.9,8.03,7.1,21.7,8.33,高盐度胁迫
SEA-EM-3816,EM,河口混合区,31.483388859872647,121.92567472671952,19.9,13.5,7.34,7.1,49.6,8.91,酸化趋势
SEA-CB-3817,CB,珊瑚礁海域,18.839437344291532,112.36760286799303,28.2,30.1,7.44,4.6,1.8,0.13,珊瑚白化风险
SEA-AF-3818,AF,人工渔场/养殖区,22.007022207735556,113.1461249404706,25.0,35.8,8.51,4.4,32.0,10.93,鱼类缺氧危机
SEA-OS-3819,OS,开阔大洋,28.63153326532106,122.82496199958882,16.6,24.8,8.24,6.6,1.1,0.27,海水层化异常
SEA-EM-3820,EM,河口混合区,31.216449313711017,121.01894212288839,21.8,24.7,7.85,8.6,42.9,26.01,富营养化
SEA-CB-3821,CB,珊瑚礁海域,17.386690057174395,116.38335064623244,24.7,33.6,8.0,5.3,2.8,0.58,微量白化现象
SEA-CB-3822,CB,珊瑚礁海域,16.013521875637267,112.65131897884146,35.0,31.0,8.68,5.1,3.4,0.22,高温胁迫
SEA-AF-3823,AF,人工渔场/养殖区,23.966491595616205,115.12373216804868,21.8,31.9,8.44,5.2,14.0,15.4,碱性过高
SEA-AF-3824,AF,人工渔场/养殖区,22.616599113456658,114.120360001729,22.8,22.7,7.44,4.3,36.4,14.18,鱼类缺氧危机
SEA-OS-3825,OS,开阔大洋,29.299477130959183,123.08045485138958,19.4,39.3,8.1,5.1,1.1,0.45,高盐度胁迫
SEA-CB-3826,CB,珊瑚礁海域,17.69774920518349,115.96143169945174,30.8,29.3,8.62,4.9,4.4,0.07,高温胁迫
SEA-CM-3827,CM,海草/海藻床,38.13946050124391,118.79373273880108,22.6,32.2,7.42,6.0,9.3,7.42,海草缺氧胁迫
SEA-EM-3828,EM,河口混合区,30.653847225518696,121.22284690655614,23.3,0.0,7.18,8.2,55.1,13.1,低盐胁迫
SEA-CM-3829,CM,海草/海藻床,38.05985760450223,119.12701606966249,19.7,27.3,7.85,8.3,11.2,8.0,海草覆盖率下降
SEA-AF-3830,AF,人工渔场/养殖区,21.85785318231333,115.51372842330647,28.0,29.0,7.74,6.2,22.9,16.02,藻类过度生长
SEA-OS-3831,OS,开阔大洋,26.614182184507385,123.08438412142839,18.4,30.5,7.72,6.6,0.3,0.3,酸化风险
SEA-EM-3832,EM,河口混合区,31.267872585003857,120.14507663988053,27.9,11.2,7.65,5.7,0.0,19.23,富营养化
SEA-EM-3833,EM,河口混合区,31.654069548696132,120.37322713785595,19.2,10.5,7.52,6.0,52.3,19.9,富营养化
SEA-OS-3834,OS,开阔大洋,28.143888633043215,122.47546458500463,18.9,34.1,7.56,8.5,0.9,0.31,酸化风险
SEA-EM-3835,EM,河口混合区,30.600021771108825,120.08553068067778,24.7,5.6,7.55,3.4,35.9,7.04,低盐胁迫
SEA-CM-3836,CM,海草/海藻床,39.751531221016926,118.51724966547853,20.1,27.0,7.36,9.3,5.5,14.7,酸化趋势
SEA-CM-3837,CM,海草/海藻床,39.505158422745744,119.08654738891154,20.3,30.7,7.5,6.2,10.9,2.48,营养不足
SEA-EM-3838,EM,河口混合区,31.266153091832532,120.58252805519707,28.9,23.9,8.0,5.2,46.0,7.66,悬浮物增加
SEA-CM-3839,CM,海草/海藻床,38.0903923153935,119.21894870427408,22.9,37.7,8.51,6.1,9.5,7.43,高盐度胁迫
SEA-EM-3840,EM,河口混合区,31.90378461584926,120.61011387405257,20.6,15.7,7.75,7.3,44.1,11.09,藻类过度生长
SEA-AF-3841,AF,人工渔场/养殖区,21.691930772688757,114.62488821780744,21.9,35.1,7.75,9.0,8.3,8.17,养殖生物生长缓慢
SEA-CM-3842,CM,海草/海藻床,39.77674506262199,117.92051393436762,20.5,32.8,8.01,5.2,6.1,10.38,海草缺氧胁迫
SEA-CB-3843,CB,珊瑚礁海域,16.330292593453002,110.27977848071914,31.2,32.7,8.11,5.4,2.8,0.54,高温胁迫
SEA-CM-3844,CM,海草/海藻床,38.371339088724326,117.66227198584123,25.5,34.4,8.7,7.5,6.4,7.56,热浪影响
SEA-CB-3845,CB,珊瑚礁海域,18.613040475909713,110.12793524898917,27.7,39.0,7.97,5.7,3.3,0.39,高盐度胁迫
SEA-OS-3846,OS,开阔大洋,27.056535895832933,124.811285025722,20.7,36.4,8.47,5.7,0.0,0.17,初级生产力不足
SEA-CM-3847,CM,海草/海藻床,39.4405065908263,118.05184537228746,21.5,36.3,7.66,5.6,10.9,5.56,海草缺氧胁迫
SEA-OS-3848,OS,开阔大洋,27.587219949589795,124.23077160705664,17.8,33.6,8.08,6.8,1.4,0.29,微量污染物检出
SEA-EM-3849,EM,河口混合区,30.66030778403151,121.53815944622158,18.0,20.4,8.06,6.6,46.6,19.08,富营养化
SEA-AF-3850,AF,人工渔场/养殖区,22.519714979927226,115.77038365290717,26.9,30.3,8.2,5.6,26.6,10.46,藻类过度生长
SEA-OS-3851,OS,开阔大洋,27.38470628336282,124.38404057294754,20.0,35.1,8.56,5.4,1.1,0.22,碱化趋势
SEA-AF-3852,AF,人工渔场/养殖区,22.368715273034702,113.24295506682847,23.5,28.7,7.31,6.0,11.5,10.76,酸化趋势
SEA-EM-3853,EM,河口混合区,31.970462375858716,121.07918390471606,16.7,0.0,7.46,4.3,1.7,13.69,低盐胁迫
SEA-OS-3854,OS,开阔大洋,26.585703694314876,122.30642025238235,15.2,33.7,8.12,5.9,0.6,0.33,微量污染物检出
SEA-CM-3855,CM,海草/海藻床,39.10324741064066,119.00487848109309,17.9,32.6,7.79,7.9,4.9,8.68,底栖生物多样性降低
SEA-EM-3856,EM,河口混合区,30.561776101038188,120.41382028594253,20.6,30.5,8.47,4.9,18.1,19.15,富营养化
SEA-AF-3857,AF,人工渔场/养殖区,23.449730407370193,115.31640541428268,20.6,28.9,7.55,4.3,17.6,19.21,鱼类缺氧危机
SEA-CM-3858,CM,海草/海藻床,39.42289514404255,117.866376453781,27.4,29.1,7.43,6.5,6.7,6.62,热浪影响
SEA-EM-3859,EM,河口混合区,31.070667356099456,120.60848910739223,21.6,17.1,7.98,8.2,89.6,15.06,泥沙淤积严重
SEA-CM-3860,CM,海草/海藻床,38.71843237694755,118.56780145798064,16.4,29.1,7.83,5.9,0.0,6.89,海草缺氧胁迫
SEA-CM-3861,CM,海草/海藻床,38.63110318874018,118.1052160130915,19.7,28.2,8.38,6.5,9.4,9.34,底栖生物多样性降低
SEA-CB-3862,CB,珊瑚礁海域,16.303702812258354,111.29599418021984,27.2,36.5,8.14,5.0,3.2,0.4,高盐度胁迫
SEA-EM-3863,EM,河口混合区,30.91817547930991,121.71570168790547,28.5,19.0,8.21,6.1,95.0,17.73,泥沙淤积严重
SEA-CB-3864,CB,珊瑚礁海域,16.61714581804364,114.43129978552514,29.4,29.1,8.16,5.8,1.1,0.26,微量白化现象
SEA-AF-3865,AF,人工渔场/养殖区,22.667960594871975,115.98652984634676,27.7,35.6,7.27,5.2,33.0,18.33,酸化趋势
SEA-EM-3866,EM,河口混合区,30.56948019328012,120.07583801178663,18.1,17.8,8.02,7.6,17.9,9.69,轻度富营养化
SEA-CM-3867,CM,海草/海藻床,38.289835411387536,117.70392067683042,21.6,37.7,9.0,6.6,7.7,7.16,高盐度胁迫
SEA-EM-3868,EM,河口混合区,31.75585181592931,120.61205284865272,15.2,28.6,8.34,6.1,35.4,6.73,生态系统轻微失衡
SEA-EM-3869,EM,河口混合区,31.011850453864007,121.9315665105204,25.3,16.6,7.75,4.7,4.2,7.1,悬浮物增加
SEA-EM-3870,EM,河口混合区,30.206756579886978,121.5379641061112,25.5,14.6,8.04,6.2,24.3,6.02,轻度富营养化
SEA-OS-3871,OS,开阔大洋,29.86506382693061,123.21600799754793,24.4,32.2,7.57,5.2,1.4,0.33,异常升温
SEA-OS-3872,OS,开阔大洋,29.553565446349552,124.71113676335911,12.4,39.1,8.71,4.9,0.8,0.21,温度过低警告
SEA-AF-3873,AF,人工渔场/养殖区,23.78548558141619,115.57576795754944,31.0,29.0,8.14,5.2,30.7,13.63,温度过高警告
SEA-CM-3874,CM,海草/海藻床,38.65358717089313,118.91247551697126,15.4,33.5,8.1,6.5,3.2,5.21,海草覆盖率下降
SEA-EM-3875,EM,河口混合区,31.82471973888123,121.98409424699587,25.8,19.7,7.7,6.9,29.2,9.06,悬浮物增加
SEA-EM-3876,EM,河口混合区,30.90999691747579,121.22540508861809,15.9,27.1,7.0,7.1,31.0,13.23,酸化趋势
SEA-OS-3877,OS,开阔大洋,27.26697124340836,123.25616981562398,19.8,37.0,8.58,7.3,1.6,0.23,高盐度胁迫
SEA-EM-3878,EM,河口混合区,30.798883906102066,120.53018165820487,20.6,14.0,7.79,7.3,12.8,14.21,藻类过度生长
SEA-OS-3879,OS,开阔大洋,29.957462239882457,123.92747082379286,13.9,33.4,8.3,6.4,0.7,0.39,温度过低警告
SEA-CB-3880,CB,珊瑚礁海域,18.264719321320527,112.14586794550075,26.1,32.6,8.11,6.9,2.9,0.48,轻微珊瑚应激
SEA-OS-3881,OS,开阔大洋,26.250866030456486,122.37593907643246,15.4,30.3,8.04,5.9,1.4,0.26,微量污染物检出
SEA-EM-3882,EM,河口混合区,30.282382563912584,121.62584148989949,26.6,7.4,7.0,8.3,52.7,5.4,低盐胁迫
SEA-EM-3883,EM,河口混合区,30.72624942154689,121.46550839134112,22.2,26.3,7.94,8.5,11.4,0.0,轻度富营养化
SEA-AF-3884,AF,人工渔场/养殖区,21.82403542646907,115.61254141675845,26.3,27.1,7.8,3.4,35.7,14.5,鱼类缺氧危机
SEA-OS-3885,OS,开阔大洋,27.283516482952997,124.47793226812321,20.8,30.6,7.92,5.8,2.0,0.3,酸化风险
SEA-AF-3886,AF,人工渔场/养殖区,22.339299409466953,113.59872024323941,28.6,27.9,7.25,4.9,7.0,6.59,鱼类缺氧危机
SEA-AF-3887,AF,人工渔场/养殖区,23.448617487636913,115.67728494771933,24.8,26.7,9.0,4.8,4.0,16.08,鱼类缺氧危机
SEA-EM-3888,EM,河口混合区,30.850866224080644,120.62704798363247,25.9,20.1,8.25,7.0,46.5,6.85,轻度富营养化
SEA-EM-3889,EM,河口混合区,30.65128146420264,120.1420750156506,21.6,12.0,7.54,8.5,43.6,9.03,酸化趋势
SEA-CB-3890,CB,珊瑚礁海域,16.975802214462906,113.96129276888499,31.7,25.7,8.22,7.1,1.5,0.19,高温胁迫
SEA-AF-3891,AF,人工渔场/养殖区,23.812219882089796,114.04643080051768,25.0,28.6,7.25,5.9,38.9,7.32,酸化趋势
SEA-CM-3892,CM,海草/海藻床,39.779655251105915,118.86438547105047,19.1,31.5,9.0,10.2,10.0,13.76,碱化趋势
SEA-OS-3893,OS,开阔大洋,27.290779659334806,122.19972228227219,24.6,35.9,7.92,6.3,1.2,0.3,异常升温
SEA-OS-3894,OS,开阔大洋,27.986350601238403,124.15860603807847,13.0,32.1,8.04,5.8,1.2,0.38,温度过低警告
SEA-OS-3895,OS,开阔大洋,27.251842860859508,123.335776379929,14.4,37.0,8.1,6.5,0.8,0.23,温度过低警告
SEA-AF-3896,AF,人工渔场/养殖区,22.233722789271095,114.71250129902488,21.2,34.7,7.53,7.2,29.3,6.67,酸化趋势
SEA-EM-3897,EM,河口混合区,30.260748473204384,120.17949558874056,14.2,9.5,8.12,6.1,10.5,5.88,低盐胁迫
SEA-AF-3898,AF,人工渔场/养殖区,22.5632307690449,113.44633338798546,28.4,29.4,7.57,7.3,0.0,10.39,酸化趋势
SEA-OS-3899,OS,开阔大洋,28.972064280320513,122.88492094787308,16.1,35.7,8.08,5.4,2.0,0.26,表层溶解氧波动
SEA-CB-3900,CB,珊瑚礁海域,16.323693769475042,115.39580399926555,33.1,30.7,7.62,5.3,3.0,0.53,珊瑚白化风险
SEA-OS-3901,OS,开阔大洋,26.740750717726772,123.57069253671484,16.6,31.9,8.41,5.8,0.9,0.31,碱化趋势
SEA-EM-3902,EM,河口混合区,30.966356770758484,120.75257821053616,21.2,28.7,7.0,9.7,83.8,8.77,泥沙淤积严重
SEA-EM-3903,EM,河口混合区,31.365800509601236,121.1906644469874,13.7,18.8,7.78,4.6,76.7,14.72,泥沙淤积严重
SEA-OS-3904,OS,开阔大洋,29.389152472257482,124.07850065692371,18.4,40.0,8.44,3.7,0.2,0.25,高盐度胁迫
SEA-EM-3905,EM,河口混合区,31.651179356319357,120.97736755207876,20.0,10.3,8.78,5.7,54.7,4.12,碱化趋势
SEA-CB-3906,CB,珊瑚礁海域,18.600920644806898,111.02159285063189,31.2,30.6,7.68,5.8,2.9,0.0,珊瑚白化风险
SEA-CB-3907,CB,珊瑚礁海域,17.496576627725425,116.14598864767846,29.1,28.1,8.68,5.6,2.9,0.35,碱化趋势
SEA-CB-3908,CB,珊瑚礁海域,16.845248832527663,112.88545565580334,24.0,34.1,8.12,5.8,1.5,0.18,轻微珊瑚应激
SEA-AF-3909,AF,人工渔场/养殖区,21.902511389604214,113.19643739944223,30.5,31.5,8.75,6.4,39.1,25.14,碱性过高
SEA-CM-3910,CM,海草/海藻床,39.32621592126549,118.32554348262407,23.7,26.0,7.71,7.5,5.9,4.94,沉积物增加
SEA-CB-3911,CB,珊瑚礁海域,18.709535530606665,112.24504384482113,26.0,30.6,7.54,6.2,2.6,0.44,珊瑚白化风险
SEA-EM-3912,EM,河口混合区,31.881141243108292,121.18675140728955,28.5,20.5,7.49,6.1,7.1,19.47,富营养化
SEA-CB-3913,CB,珊瑚礁海域,17.147788335169626,111.3807360217171,34.9,36.1,7.72,6.0,3.0,0.33,珊瑚白化风险
SEA-CB-3914,CB,珊瑚礁海域,16.11828506095626,110.99286911251751,25.4,29.6,8.54,6.6,1.8,0.66,碱化趋势
SEA-EM-3915,EM,河口混合区,31.557536032571143,120.3598076669486,21.6,16.0,7.0,3.2,62.0,17.27,泥沙淤积严重
